item_id,item_code,item_class,item_order_frequency,item_initial_quantity_inventory,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,item_volume,item_weight,item_unit,item_pod_inventory_level,item_warehouse_inventory_level
707,14020956001,1,10,5,50.0,46.0,38.0,87400.0,3.72,8.0,10925.0,0.465,PCS,0.5,0.4
708,14020961001,1,13,7,48.0,32.0,41.0,62976.0,3.89,12.0,5248.0,0.324,PCS,0.5,0.4
709,14021021001,1,16,31,33.0,20.0,25.0,16500.0,0.82,1.0,16500.0,0.82,PCS,0.5,0.4
710,14022002001,1,20,22,51.0,29.0,26.0,38454.0,1.75,12.0,3204.5,0.146,PCS,0.5,0.4
711,14022003001,1,21,27,50.0,29.0,26.0,37700.0,1.96,12.0,3141.7,0.163,PCS,0.5,0.4
712,14022029001,1,21,28,41.0,30.0,27.0,33210.0,1.71,6.0,5535.0,0.285,PCS,0.5,0.4
713,14022118001,1,19,16,48.0,32.0,40.0,61440.0,3.5,12.0,5120.0,0.292,PCS,0.5,0.4
714,14023003001,1,19,20,51.0,29.0,26.0,38454.0,1.75,12.0,3204.5,0.146,PCS,0.5,0.4
715,14023034001,1,19,12,40.0,29.0,26.0,30160.0,1.33,6.0,5026.7,0.222,PCS,0.5,0.4
716,14023115001,1,20,15,40.0,29.0,26.0,30160.0,1.31,6.0,5026.7,0.218,PCS,0.5,0.4
717,14023252001,1,19,18,50.0,39.0,35.0,68250.0,3.88,8.0,8531.3,0.485,PCS,0.5,0.4
718,14023257001,1,15,8,37.0,22.0,25.0,20350.0,2.7,14.0,1453.6,0.193,PCS,0.5,0.4
719,14023295001,1,21,25,43.0,30.0,24.0,30960.0,1.24,6.0,5160.0,0.207,PCS,0.5,0.4
720,14100001001,1,21,28,41.0,27.0,36.0,39852.0,6.5,12.0,3321.0,0.542,PCS,0.5,0.4
721,14100012001,1,21,38,41.0,27.0,36.0,39852.0,4.9,12.0,3321.0,0.408,PCS,0.5,0.4
722,14100021001,1,20,31,38.0,34.0,27.0,34884.0,3.88,10.0,3488.4,0.388,PCS,0.5,0.4
723,14101004001,1,20,24,33.0,28.0,38.0,35112.0,8.1,12.0,2926.0,0.675,PCS,0.5,0.4
724,14102009001,1,20,33,52.0,43.0,24.0,53664.0,7.196,8.0,6708.0,0.9,PCS,0.5,0.4
725,14102115001,1,18,13,53.0,22.0,28.0,32648.0,4.478,12.0,2720.7,0.373,PCS,0.5,0.4
726,14103018001,1,21,35,40.0,38.0,26.0,39520.0,3.44,10.0,3952.0,0.344,PCS,0.5,0.4
727,14103030001,1,20,31,55.0,38.0,24.0,50160.0,4.46,15.0,3344.0,0.297,PCS,0.5,0.4
728,14103051001,1,11,4,46.0,44.0,33.0,66792.0,8.2,20.0,3339.6,0.41,PCS,0.5,0.4
729,14103155001,1,16,13,30.0,23.0,24.0,16560.0,0.26,1.0,16560.0,0.26,PCS,0.5,0.4
730,14104042001,1,21,48,32.0,26.0,23.0,19136.0,2.34,5.0,3827.2,0.468,PCS,0.5,0.4
731,14104060001,1,17,9,40.0,26.0,25.0,26000.0,2.13,12.0,2166.7,0.178,PCS,0.5,0.4
732,14104085001,1,20,27,47.0,27.0,37.0,46953.0,6.9,18.0,2608.5,0.383,PCS,0.5,0.4
733,14104102001,1,15,9,42.0,31.0,21.0,27342.0,3.0,12.0,2278.5,0.25,PCS,0.5,0.4
734,14105102001,1,20,49,52.0,36.0,19.0,35568.0,4.42,12.0,2964.0,0.368,PCS,0.5,0.4
735,14105129001,1,20,22,36.0,34.0,18.0,22032.0,2.28,9.0,2448.0,0.253,PCS,0.5,0.4
736,14110010001,1,15,7,43.0,26.0,22.0,24596.0,2.61,10.0,2459.6,0.261,PCS,0.5,0.4
737,14110163001,1,16,9,35.0,35.0,26.0,31850.0,3.71,12.0,2654.2,0.309,PCS,0.5,0.4
738,14111002001,1,20,21,37.0,26.0,17.0,16354.0,2.37,6.0,2725.7,0.395,PCS,0.5,0.4
739,14111036001,1,18,42,37.0,34.0,27.0,33966.0,6.29,6.0,5661.0,1.048,PCS,0.5,0.4
740,14111037001,1,18,20,50.0,41.0,38.0,77900.0,5.62,24.0,3245.8,0.234,PCS,0.5,0.4
741,14111039001,1,18,39,29.0,21.0,8.0,4872.0,1.0,1.0,4872.0,1.0,PCS,0.5,0.4
742,14111120001,1,11,5,47.0,20.0,25.0,23500.0,2.91,12.0,1958.3,0.243,PCS,0.5,0.4
743,14111132001,1,19,39,44.0,39.0,17.0,29172.0,5.2,20.0,1458.6,0.26,PCS,0.5,0.4
744,14112021001,1,21,26,58.0,26.0,24.0,36192.0,3.03,10.0,3619.2,0.303,PCS,0.5,0.4
745,14112054001,1,21,34,57.0,26.0,23.0,34086.0,3.01,10.0,3408.6,0.301,PCS,0.5,0.4
746,14120017001,1,19,23,41.0,31.0,22.0,27962.0,2.9,12.0,2330.2,0.242,PCS,0.5,0.4
747,14120020001,1,20,26,45.0,18.0,26.0,21060.0,5.42,12.0,1755.0,0.452,PCS,0.5,0.4
748,14120045001,1,17,20,49.0,21.0,21.0,21609.0,3.75,12.0,1800.8,0.312,PCS,0.5,0.4
749,14120054001,1,18,15,40.0,30.0,41.0,49200.0,4.16,16.0,3075.0,0.26,PCS,0.5,0.4
750,14121004001,1,15,12,41.0,34.0,27.0,37638.0,3.21,10.0,3763.8,0.321,PCS,0.5,0.4
751,14121075001,1,17,10,33.0,19.0,27.0,16929.0,3.85,12.0,1410.8,0.321,PCS,0.5,0.4
752,14121090001,1,21,29,56.0,42.0,33.0,77616.0,6.1,16.0,4851.0,0.381,PCS,0.5,0.4
753,14121115001,1,19,70,35.0,29.0,24.0,24360.0,3.1,10.0,2436.0,0.31,PCS,0.5,0.4
754,14121136001,1,19,52,50.0,21.0,23.0,24150.0,3.68,12.0,2012.5,0.307,PCS,0.5,0.4
755,14121173001,1,20,26,45.0,26.0,19.0,22230.0,2.59,12.0,1852.5,0.216,PCS,0.5,0.4
756,14130001001,1,21,59,43.0,28.0,28.0,33712.0,4.11,8.0,4214.0,0.514,PCS,0.5,0.4
757,14130009001,1,20,40,56.0,26.0,23.0,33488.0,4.8,8.0,4186.0,0.6,PCS,0.5,0.4
758,14130010001,1,21,40,29.0,13.0,24.0,9048.0,0.8,1.0,9048.0,0.8,PCS,0.5,0.4
759,14130016001,1,21,54,60.0,26.0,23.0,35880.0,4.47,12.0,2990.0,0.372,PCS,0.5,0.4
760,14130017001,1,21,56,59.0,27.0,22.0,35046.0,4.47,12.0,2920.5,0.372,PCS,0.5,0.4
761,14130042001,1,20,35,59.0,27.0,22.0,35046.0,4.6,12.0,2920.5,0.383,PCS,0.5,0.4
762,14131081001,1,21,64,48.0,28.0,31.0,41664.0,5.35,12.0,3472.0,0.446,PCS,0.5,0.4
763,14131121001,1,14,24,60.0,27.0,23.0,37260.0,4.83,12.0,3105.0,0.402,PCS,0.5,0.4
764,14132003001,1,19,32,38.0,33.0,26.0,32604.0,3.43,10.0,3260.4,0.343,PCS,0.5,0.4
765,14132149001,1,13,5,42.0,32.0,21.0,28224.0,7.9,12.0,2352.0,0.658,PCS,0.5,0.4
766,14132157001,1,19,29,37.0,36.0,26.0,34632.0,4.13,12.0,2886.0,0.344,PCS,0.5,0.4
767,14133030001,1,20,40,40.0,23.0,37.0,34040.0,2.65,12.0,2836.7,0.221,PCS,0.5,0.4
768,14200018001,1,17,9,25.0,37.0,15.0,13875.0,2.42,10.0,1387.5,0.242,PCS,0.5,0.4
769,14200047001,1,18,11,40.0,27.0,13.0,14040.0,3.77,10.0,1404.0,0.377,PCS,0.5,0.4
770,14200090001,1,12,6,37.0,29.0,19.0,20387.0,3.344,24.0,849.5,0.139,PCS,0.5,0.4
771,14200133001,1,15,5,42.0,30.0,29.0,36540.0,3.7,12.0,3045.0,0.308,PCS,0.5,0.4
772,14202021001,1,18,12,39.0,29.0,16.0,18096.0,2.16,12.0,1508.0,0.18,PCS,0.5,0.4
773,14203001001,1,21,29,53.0,35.0,16.0,29680.0,4.0,20.0,1484.0,0.2,PCS,0.5,0.4
774,14203078001,1,21,46,53.0,35.0,33.0,61215.0,4.57,20.0,3060.8,0.228,PCS,0.5,0.4
775,14204010001,1,15,85,31.0,23.0,21.0,14973.0,1.62,30.0,499.1,0.054,PCS,0.5,0.4
776,14204041001,1,21,99,37.0,29.0,17.0,18241.0,2.13,10.0,1824.1,0.213,PCS,0.5,0.4
777,14204061001,1,21,62,51.0,26.0,26.0,34476.0,1.51,12.0,2873.0,0.126,PCS,0.5,0.4
778,14204062001,1,18,20,54.0,27.0,25.0,36450.0,1.59,12.0,3037.5,0.132,PCS,0.5,0.4
779,14204071001,1,21,41,49.0,40.0,22.0,43120.0,1.84,24.0,1796.7,0.077,PCS,0.5,0.4
780,14204083001,1,18,22,39.0,28.0,20.0,21840.0,1.87,20.0,1092.0,0.094,PCS,0.5,0.4
781,14204118001,1,12,5,39.0,27.0,21.0,22113.0,2.08,20.0,1105.7,0.104,PCS,0.5,0.4
782,14204132001,1,18,22,48.0,32.0,15.0,23040.0,2.41,20.0,1152.0,0.121,PCS,0.5,0.4
783,14210108001,1,12,10,34.0,26.0,18.0,15912.0,2.4,20.0,795.6,0.12,PCS,0.5,0.4
784,14220132001,1,10,9,21.0,16.0,13.0,4368.0,1.79,15.0,291.2,0.119,PCS,0.5,0.4
785,14222046001,1,20,26,48.0,28.0,18.0,24192.0,3.69,10.0,2419.2,0.369,PCS,0.5,0.4
786,14222095001,1,18,18,37.0,20.0,17.0,12580.0,2.91,10.0,1258.0,0.291,PCS,0.5,0.4
787,14222107001,1,10,6,47.0,36.0,25.0,42300.0,4.8,12.0,3525.0,0.4,PCS,0.5,0.4
788,14222114001,1,21,31,37.0,20.0,17.0,12580.0,2.9,10.0,1258.0,0.29,PCS,0.5,0.4
789,14222142001,1,21,43,42.0,28.0,22.0,25872.0,8.53,10.0,2587.2,0.853,PCS,0.5,0.4
790,14223018001,1,18,14,39.0,34.0,24.0,31824.0,4.96,24.0,1326.0,0.207,PCS,0.5,0.4
791,14223176001,1,14,11,30.0,23.0,16.0,11040.0,3.12,12.0,920.0,0.26,PCS,0.5,0.4
792,14226007001,1,16,13,41.0,41.0,23.0,38663.0,5.95,30.0,1288.8,0.198,PCS,0.5,0.4
793,14242011001,1,20,40,40.0,26.0,27.0,28080.0,7.37,15.0,1872.0,0.491,PCS,0.5,0.4
794,14242012001,1,20,34,40.0,30.0,19.0,22800.0,3.258,10.0,2280.0,0.326,PCS,0.5,0.4
795,14242083001,1,13,5,35.0,30.0,18.0,18900.0,1.91,10.0,1890.0,0.191,PCS,0.5,0.4
796,14242131001,1,19,18,32.0,25.0,15.0,12000.0,1.92,10.0,1200.0,0.192,PCS,0.5,0.4
797,14242133001,1,17,16,55.0,41.0,26.0,58630.0,6.004,8.0,7328.8,0.75,PCS,0.5,0.4
798,14243007001,1,10,5,54.0,37.0,18.0,35964.0,11.06,24.0,1498.5,0.461,PCS,0.5,0.4
799,14243043001,1,16,13,46.0,37.0,19.0,32338.0,2.82,12.0,2694.8,0.235,PCS,0.5,0.4
800,14243044001,1,18,19,33.0,24.0,13.0,10296.0,2.55,12.0,858.0,0.212,PCS,0.5,0.4
801,14243058001,1,20,26,34.0,24.0,13.0,10608.0,2.24,12.0,884.0,0.187,PCS,0.5,0.4
802,14243061001,1,19,10,33.0,24.0,13.0,10296.0,2.06,12.0,858.0,0.172,PCS,0.5,0.4
803,14244017001,1,20,51,44.0,31.0,33.0,45012.0,4.35,10.0,4501.2,0.435,PCS,0.5,0.4
804,14244020001,1,19,266,31.0,25.0,36.0,27900.0,2.8,60.0,465.0,0.047,PCS,0.5,0.4
805,14244021001,1,20,74,41.0,35.0,33.0,47355.0,3.23,12.0,3946.3,0.269,PCS,0.5,0.4
806,14244058001,1,19,22,46.0,37.0,19.0,32338.0,2.82,12.0,2694.8,0.235,PCS,0.5,0.4
807,14244929001,1,12,10,38.0,28.0,16.0,17024.0,5.8,12.0,1418.7,0.483,PCS,0.5,0.4
808,14301013001,1,14,10,43.0,43.0,34.0,62866.0,8.0,16.0,3929.1,0.5,PCS,0.5,0.4
809,14302005001,1,13,9,43.0,43.0,34.0,62866.0,7.41,16.0,3929.1,0.463,PCS,0.5,0.4
810,14303039001,1,6,1,41.0,28.0,25.0,28700.0,4.4,12.0,2391.7,0.367,PCS,0.5,0.4
811,14303933001,1,19,10,41.0,30.0,26.0,31980.0,5.18,12.0,2665.0,0.432,PCS,0.5,0.4
812,14304187001,1,11,3,32.0,28.0,20.0,17920.0,3.0,12.0,1493.3,0.25,PCS,0.5,0.4
813,14311043001,1,16,22,27.0,18.0,12.0,5832.0,1.25,1.0,5832.0,1.25,PCS,0.5,0.4
814,14311112001,1,16,45,27.0,19.0,13.0,6669.0,1.3,1.0,6669.0,1.3,PCS,0.5,0.4
815,14311113001,1,9,6,55.0,35.0,23.0,44275.0,8.48,20.0,2213.8,0.424,PCS,0.5,0.4
816,14311231001,1,17,11,48.0,23.0,31.0,34224.0,8.36,18.0,1901.3,0.464,PCS,0.5,0.4
817,14312999001,1,18,17,47.0,32.0,15.0,22560.0,10.31,24.0,940.0,0.43,PCS,0.5,0.4
818,14315003001,1,16,10,35.0,23.0,28.0,22540.0,2.25,12.0,1878.3,0.188,PCS,0.5,0.4
819,14330004001,1,10,4,56.0,39.0,23.0,50232.0,17.04,6.0,8372.0,2.84,PCS,0.5,0.4
820,14330010001,1,21,34,55.0,37.0,23.0,46805.0,16.22,6.0,7800.8,2.703,PCS,0.5,0.4
821,14330899001,1,7,2,60.0,41.0,23.0,56580.0,17.41,6.0,9430.0,2.902,PCS,0.5,0.4
822,14331022001,1,17,6,49.0,32.0,24.0,37632.0,11.8,6.0,6272.0,1.967,PCS,0.5,0.4
823,14340006001,1,18,9,24.0,31.0,14.0,10416.0,8.18,12.0,868.0,0.682,PCS,0.5,0.4
824,14342010001,1,7,2,34.0,24.0,24.0,19584.0,9.34,12.0,1632.0,0.778,PCS,0.5,0.4
825,14350005001,1,21,24,57.0,40.0,31.0,70680.0,8.69,16.0,4417.5,0.543,PCS,0.5,0.4
826,14350009001,1,16,10,58.0,40.0,30.0,69600.0,9.07,18.0,3866.7,0.504,PCS,0.5,0.4
827,14351034001,1,13,10,59.0,21.0,30.0,37170.0,4.3,9.0,4130.0,0.478,PCS,0.5,0.4
828,14353013001,1,10,6,32.0,29.0,32.0,29696.0,4.08,12.0,2474.7,0.34,PCS,0.5,0.4
829,14361099001,1,21,68,47.0,34.0,26.0,41548.0,4.86,12.0,3462.3,0.405,PCS,0.5,0.4
830,14361100001,1,21,44,47.0,34.0,26.0,41548.0,4.86,12.0,3462.3,0.405,PCS,0.5,0.4
831,14361101001,1,21,82,48.0,34.0,27.0,44064.0,4.42,12.0,3672.0,0.368,PCS,0.5,0.4
832,14361106001,1,21,88,47.0,34.0,26.0,41548.0,5.19,12.0,3462.3,0.433,PCS,0.5,0.4
833,14361114001,1,12,15,43.0,29.0,31.0,38657.0,10.99,12.0,3221.4,0.916,PCS,0.5,0.4
834,14361128001,1,16,11,44.0,29.0,25.0,31900.0,6.49,12.0,2658.3,0.541,PCS,0.5,0.4
835,14361137001,1,12,4,46.0,33.0,22.0,33396.0,3.798,12.0,2783.0,0.316,PCS,0.5,0.4
836,14361162001,1,15,12,43.0,30.0,26.0,33540.0,4.28,12.0,2795.0,0.357,PCS,0.5,0.4
837,14361899001,1,10,3,48.0,33.0,22.0,34848.0,4.806,12.0,2904.0,0.4,PCS,0.5,0.4
838,14361907001,1,17,8,48.0,34.0,31.0,50592.0,3.9,15.0,3372.8,0.26,PCS,0.5,0.4
839,14362041001,1,21,30,41.0,38.0,24.0,37392.0,8.49,20.0,1869.6,0.424,PCS,0.5,0.4
840,14370002001,1,20,28,44.0,35.0,19.0,29260.0,20.97,20.0,1463.0,1.048,PCS,0.5,0.4
841,14370054001,1,13,13,44.0,33.0,14.0,20328.0,10.23,12.0,1694.0,0.852,PCS,0.5,0.4
842,14500006001,1,21,123,41.0,32.0,15.0,19680.0,3.56,24.0,820.0,0.148,PCS,0.5,0.4
843,14500024001,1,18,215,49.0,35.0,15.0,25725.0,3.24,12.0,2143.8,0.27,PCS,0.5,0.4
844,14500028001,1,11,4,51.0,40.0,31.0,63240.0,6.05,12.0,5270.0,0.504,PCS,0.5,0.4
845,14500030001,1,17,6,51.0,40.0,31.0,63240.0,6.05,12.0,5270.0,0.504,PCS,0.5,0.4
846,14500032001,1,20,83,38.0,33.0,14.0,17556.0,3.18,30.0,585.2,0.106,PCS,0.5,0.4
847,14500067001,1,15,373,40.0,32.0,16.0,20480.0,3.72,24.0,853.3,0.155,PCS,0.5,0.4
848,14501007001,1,13,19,32.0,30.0,14.0,13440.0,2.5,24.0,560.0,0.104,PCS,0.5,0.4
849,14501037001,1,20,59,34.0,30.0,13.0,13260.0,2.84,12.0,1105.0,0.237,PCS,0.5,0.4
850,14501053001,1,20,203,36.0,34.0,15.0,18360.0,2.33,8.0,2295.0,0.291,PCS,0.5,0.4
851,14501938001,1,11,22,35.0,31.0,14.0,15190.0,3.25,12.0,1265.8,0.271,PCS,0.5,0.4
852,14502002001,1,20,132,37.0,32.0,14.0,16576.0,3.12,30.0,552.5,0.104,PCS,0.5,0.4
853,14502016001,1,12,77,39.0,33.0,14.0,18018.0,3.63,30.0,600.6,0.121,PCS,0.5,0.4
854,14502020001,1,13,142,36.0,30.0,13.0,14040.0,2.78,30.0,468.0,0.093,PCS,0.5,0.4
855,14502047001,1,18,130,38.0,33.0,14.0,17556.0,3.09,30.0,585.2,0.103,PCS,0.5,0.4
856,14502054001,1,19,108,36.0,33.0,15.0,17820.0,2.39,8.0,2227.5,0.299,PCS,0.5,0.4
857,14503002001,1,21,123,38.0,32.0,14.0,17024.0,3.13,30.0,567.5,0.104,PCS,0.5,0.4
858,14503034001,1,20,97,39.0,33.0,29.0,37323.0,5.57,40.0,933.1,0.139,PCS,0.5,0.4
859,14503999001,1,10,4,40.0,27.0,23.0,24840.0,2.17,12.0,2070.0,0.181,PCS,0.5,0.4
860,14504001001,1,20,248,40.0,31.0,13.0,16120.0,3.1,30.0,537.3,0.103,PCS,0.5,0.4
861,14504002001,1,20,227,41.0,31.0,13.0,16523.0,4.05,30.0,550.8,0.135,PCS,0.5,0.4
862,14504008001,1,20,189,39.0,32.0,15.0,18720.0,3.31,30.0,624.0,0.11,PCS,0.5,0.4
863,14504028001,1,19,169,39.0,33.0,15.0,19305.0,3.32,30.0,643.5,0.111,PCS,0.5,0.4
864,14504042001,1,9,3,54.0,38.0,25.0,51300.0,5.21,12.0,4275.0,0.434,PCS,0.5,0.4
865,14504055001,1,21,374,41.0,33.0,15.0,20295.0,3.13,30.0,676.5,0.104,PCS,0.5,0.4
866,14505021001,1,21,282,40.0,33.0,14.0,18480.0,3.79,30.0,616.0,0.126,PCS,0.5,0.4
867,14506002001,1,20,25,41.0,32.0,28.0,36736.0,5.66,8.0,4592.0,0.708,PCS,0.5,0.4
868,14506056001,1,21,41,35.0,24.0,18.0,15120.0,9.4,4.0,3780.0,2.35,PCS,0.5,0.4
869,14506066001,1,20,17,27.0,24.0,10.0,6480.0,4.0,12.0,540.0,0.333,PCS,0.5,0.4
870,14506070001,1,21,16,52.0,39.0,25.0,50700.0,7.28,12.0,4225.0,0.607,PCS,0.5,0.4
871,14506084001,1,18,20,37.0,23.0,12.0,10212.0,6.66,6.0,1702.0,1.11,PCS,0.5,0.4
872,14506090001,1,21,30,53.0,39.0,25.0,51675.0,6.4,12.0,4306.3,0.533,PCS,0.5,0.4
873,14506139001,1,17,12,48.0,30.0,43.0,61920.0,15.93,12.0,5160.0,1.328,PCS,0.5,0.4
874,14506140001,1,10,14,40.0,32.0,27.0,34560.0,5.54,32.0,1080.0,0.173,PCS,0.5,0.4
875,14506150001,1,14,7,51.0,40.0,32.0,65280.0,16.35,12.0,5440.0,1.362,PCS,0.5,0.4
876,14506898001,1,21,90,43.0,35.0,34.0,51170.0,9.21,80.0,639.6,0.115,PCS,0.5,0.4
877,14508017001,1,15,16,33.0,32.0,24.0,25344.0,2.9,12.0,2112.0,0.242,PCS,0.5,0.4
878,14508903001,1,8,2,55.0,35.0,39.0,75075.0,10.2,18.0,4170.8,0.567,PCS,0.5,0.4
879,14509008001,1,21,45,43.0,31.0,27.0,35991.0,6.2,12.0,2999.3,0.517,PCS,0.5,0.4
880,14510004001,1,21,97,35.0,24.0,5.0,4288.0,3.0,1.0,4287.5,3.0,PCS,0.5,0.4
881,14510007001,1,18,56,35.0,24.0,5.0,4288.0,1.5,1.0,4287.5,1.5,PCS,0.5,0.4
882,14510033001,1,21,53,35.0,24.0,5.0,4288.0,3.0,1.0,4287.5,3.0,PCS,0.5,0.4
883,14510041001,1,20,86,35.0,24.0,5.0,4288.0,2.0,1.0,4287.5,2.0,PCS,0.5,0.4
884,14510069001,1,21,35,35.0,24.0,5.0,4288.0,2.5,1.0,4287.5,2.5,PCS,0.5,0.4
885,14510100001,1,19,32,35.0,24.0,5.0,4288.0,1.5,1.0,4287.5,1.5,PCS,0.5,0.4
886,14510103001,1,19,26,35.0,24.0,5.0,4288.0,6.0,1.0,4287.5,6.0,PCS,0.5,0.4
887,14510107001,1,21,145,35.0,24.0,5.0,4288.0,2.5,1.0,4287.5,2.5,PCS,0.5,0.4
888,14510109001,1,20,42,35.0,24.0,5.0,4288.0,2.8,1.0,4287.5,2.8,PCS,0.5,0.4
889,14510133001,1,20,22,35.0,24.0,5.0,4288.0,1.8,1.0,4287.5,1.8,PCS,0.5,0.4
890,14510139001,1,21,68,35.0,24.0,5.0,4288.0,9.0,1.0,4287.5,9.0,PCS,0.5,0.4
891,14510148001,1,18,11,35.0,24.0,5.0,4288.0,2.2,1.0,4287.5,2.2,PCS,0.5,0.4
892,14510258001,1,20,128,35.0,24.0,5.0,4288.0,3.0,1.0,4287.5,3.0,PCS,0.5,0.4
893,14511052001,1,21,43,35.0,24.0,5.0,4288.0,1.0,1.0,4287.5,1.0,PCS,0.5,0.4
894,14511056001,1,19,53,35.0,24.0,5.0,4288.0,2.5,1.0,4287.5,2.5,PCS,0.5,0.4
895,14520066001,1,13,10,35.0,29.0,34.0,34510.0,6.34,96.0,359.5,0.066,PCS,0.5,0.4
896,14520067001,1,19,29,35.0,29.0,34.0,34510.0,4.84,96.0,359.5,0.05,PCS,0.5,0.4
897,14520068001,1,21,82,35.0,29.0,34.0,34510.0,6.68,96.0,359.5,0.07,PCS,0.5,0.4
898,14522049001,1,19,26,36.0,29.0,34.0,35496.0,5.39,96.0,369.8,0.056,PCS,0.5,0.4
899,14522051001,1,20,24,35.0,29.0,34.0,34510.0,5.1,96.0,359.5,0.053,PCS,0.5,0.4
900,14523030001,1,9,3,30.0,27.0,20.0,16200.0,6.41,12.0,1350.0,0.534,PCS,0.5,0.4
901,14523031001,1,12,7,30.0,27.0,20.0,16200.0,6.396,12.0,1350.0,0.533,PCS,0.5,0.4
902,14600007001,1,11,9,37.0,19.0,24.0,16872.0,10.7,16.0,1054.5,0.669,PCS,0.5,0.4
903,14600011001,1,18,11,37.0,19.0,20.0,14060.0,8.59,24.0,585.8,0.358,PCS,0.5,0.4
904,14601026001,1,20,34,31.0,24.0,23.0,17112.0,6.5,12.0,1426.0,0.542,PCS,0.5,0.4
905,14601047001,1,16,9,42.0,25.0,20.0,21000.0,7.17,12.0,1750.0,0.598,PCS,0.5,0.4
906,14601051001,1,12,4,30.0,23.0,17.0,11730.0,4.326,24.0,488.8,0.18,PCS,0.5,0.4
907,14604041001,1,7,1,13.0,8.0,11.0,1144.0,0.65,6.0,190.7,0.108,PCS,0.5,0.4
908,14610004001,1,17,35,30.0,23.0,26.0,17940.0,7.5,12.0,1495.0,0.625,PCS,0.5,0.4
909,14612075001,1,12,22,34.0,23.0,28.0,21896.0,11.7,6.0,3649.3,1.95,PCS,0.5,0.4
910,14613024001,1,17,10,34.0,23.0,28.0,21896.0,11.99,6.0,3649.3,1.998,PCS,0.5,0.4
911,14613900001,1,17,29,29.0,27.0,25.0,19575.0,9.7,24.0,815.6,0.404,PCS,0.5,0.4
912,14615017001,1,21,175,36.0,24.0,29.0,25056.0,12.34,6.0,4176.0,2.057,PCS,0.5,0.4
913,14615082001,1,18,22,32.0,25.0,33.0,26400.0,18.9,12.0,2200.0,1.575,PCS,0.5,0.4
914,14615084001,1,21,50,38.0,26.0,30.0,29640.0,14.22,6.0,4940.0,2.37,PCS,0.5,0.4
915,14615108001,1,16,14,25.0,19.0,26.0,12350.0,6.81,12.0,1029.2,0.568,PCS,0.5,0.4
916,14616006001,1,21,83,31.0,24.0,26.0,19344.0,11.64,12.0,1612.0,0.97,PCS,0.5,0.4
917,14616019001,1,15,8,33.0,33.0,32.0,34848.0,20.78,6.0,5808.0,3.463,PCS,0.5,0.4
918,14616022001,1,12,4,37.0,30.0,32.0,35520.0,21.0,6.0,5920.0,3.5,PCS,0.5,0.4
919,14616054001,1,18,14,33.0,25.0,26.0,21450.0,12.28,12.0,1787.5,1.023,PCS,0.5,0.4
920,14620021001,1,21,17,32.0,25.0,26.0,20800.0,11.13,12.0,1733.3,0.928,PCS,0.5,0.4
921,14620051001,1,14,7,49.0,33.0,25.0,40425.0,22.7,24.0,1684.4,0.946,PCS,0.5,0.4
922,14620062001,1,20,46,37.0,28.0,27.0,27972.0,15.55,12.0,2331.0,1.296,PCS,0.5,0.4
923,14620114001,1,18,14,33.0,25.0,28.0,23100.0,14.98,12.0,1925.0,1.248,PCS,0.5,0.4
924,14620903001,1,15,7,31.0,24.0,29.0,21576.0,14.15,12.0,1798.0,1.179,PCS,0.5,0.4
925,14620907001,1,21,92,33.0,23.0,28.0,21252.0,12.22,6.0,3542.0,2.037,PCS,0.5,0.4
926,14620920001,1,7,3,33.0,25.0,19.0,15675.0,10.75,12.0,1306.3,0.896,PCS,0.5,0.4
927,14621013001,1,10,33,36.0,28.0,27.0,27216.0,16.0,12.0,2268.0,1.333,PCS,0.5,0.4
928,14621028001,1,8,25,47.0,25.0,16.0,18800.0,27.3,72.0,261.1,0.379,PCS,0.5,0.4
929,14621041001,1,21,100,37.0,29.0,27.0,28971.0,15.99,12.0,2414.3,1.332,PCS,0.5,0.4
930,14630016001,1,19,33,30.0,18.0,22.0,11880.0,6.95,12.0,990.0,0.579,PCS,0.5,0.4
931,14631023001,1,8,2,30.0,22.0,12.0,7920.0,7.144,12.0,660.0,0.595,PCS,0.5,0.4
932,14632030001,1,9,10,26.0,19.0,17.0,8398.0,4.91,12.0,699.8,0.409,PCS,0.5,0.4
933,14634027001,1,10,6,29.0,23.0,13.0,8671.0,5.63,12.0,722.6,0.469,PCS,0.5,0.4
934,14700026001,1,19,17,36.0,31.0,13.0,14508.0,5.2,12.0,1209.0,0.433,PCS,0.5,0.4
935,14700029001,1,10,6,38.0,31.0,16.0,18848.0,5.18,12.0,1570.7,0.432,PCS,0.5,0.4
936,14741003001,1,8,4,37.0,28.0,26.0,26936.0,12.548,12.0,2244.7,1.046,PCS,0.5,0.4
937,14804016001,1,16,72,41.0,27.0,12.0,13284.0,9.8,24.0,553.5,0.408,PCS,0.5,0.4
938,14805004001,1,21,307,41.0,28.0,10.0,11480.0,8.06,24.0,478.3,0.336,PCS,0.5,0.4
939,14805005001,1,21,146,41.0,28.0,13.0,14924.0,9.93,24.0,621.8,0.414,PCS,0.5,0.4
940,14811006001,1,16,37,32.0,24.0,23.0,17664.0,12.21,24.0,736.0,0.509,PCS,0.5,0.4
941,14811007001,1,19,29,31.0,23.0,23.0,16399.0,11.74,8.0,2049.9,1.468,PCS,0.5,0.4
942,14830002001,1,20,134,31.0,24.0,9.0,6696.0,3.62,24.0,279.0,0.151,PCS,0.5,0.4
