item_code;item_name;box_length;box_width;box_height;box_volume;box_weight;number_of_item_in_a_box;item_volume;item_unit;item_order_frequency;item_relative_importance;item_quantity_order_mean;item_quantity_order_std;item_quantity_order_total;item_quantity_order_unique;item_quantity_order_unique_frequency;item_class;item_initial_quantity_inventory
14361157001;馬玉山無加糖亞麻籽杏仁粉;44.00.00;33.00.00;17.00;24684.0;06.08;12.00;2057.00.00;PCS;04.00;0.9854102431626139;01.25;00.05;5;[1, 2];[3, 1];C;2
14361158001;馬玉山亞痲籽堅果薏仁飲;43.00.00;30.00.00;26.00.00;33540.0;04.28;12.00;2795.00.00;PCS;14.00;0.9251212479792004;2.143;2.905;30;[1, 2, 3, 12];[9, 3, 1, 1];C;6
14361159001;馬玉山亞麻籽堅果黑芝麻飲;43.00.00;30.00.00;26.00.00;33540.0;04.28;12.00;2795.00.00;PCS;18.00;0.9041049315844736;1.389;0,679861111;25;[1, 2, 5];[14, 3, 1];C;3
14361160001;馬玉山亞麻籽堅果黑豆飲;43.00.00;30.00.00;26.00.00;33540.0;04.28;12.00;2795.00.00;PCS;28.00.00;0.8576723721271312;1.821;02.42;51;[1, 2, 3, 8, 12];[22, 3, 1, 1, 1];C;5
14361161001;馬玉山亞麻籽堅果杏仁飲;43.00.00;30.00.00;26.00.00;33540.0;04.28;12.00;2795.00.00;PCS;20.00;0.893425109581507;1.619;1.564;34;[1, 2, 3, 8];[15, 4, 1, 1];C;4
14361162001;馬玉山亞麻籽堅果紅豆飲;43.00.00;30.00.00;26.00.00;33540.0;04.28;12.00;2795.00.00;PCS;29.00.00;0.8533291111814804;02.00;2.272;64;[1, 2, 3, 4, 6, 12];[22, 4, 2, 1, 2, 1];C;5
14361170001;九鬼黑芝麻粉;48.00.00;33.00.00;20.00;31680.0;05.07;24.00.00;1320.00.00;PCS;04.00;0.9854235762737288;02.25;1.893;9;[1, 2, 5];[2, 1, 1];C;5
14361177001;義美山藥黑芝麻粉;44.00.00;34.00.00;17.00;25432.0;7.338;12.00;2119.03.00;PCS;10.00;0.9488708521524641;01.01;0,219444444;11;[1, 2];[9, 1];C;2
14361178001;義美亞麻籽薏仁粉;44.00.00;34.00.00;17.00;25432.0;6.568;12.00;2119.03.00;PCS;09.00;0.9550307494875085;1.222;0,30625;11;[1, 2];[7, 2];C;2
14361179001;立頓芝麻豆奶紅茶;40.00.00;28.00.00;24.00.00;26880.0;09.06;12.00;2240.00.00;PCS;05.00;0.979413676438726;01.02;0,310416667;6;[1, 2];[4, 1];C;2
14361899001;萬歲牌燕麥堅果-堅果纖蔬;48.00.00;33.00.00;22.00;34848.0;4.806;12.00;2904.00.00;PCS;12.00;0.9367877202046633;01.05;0,468055556;18;[1, 2, 3];[7, 4, 1];C;3
14361902001;馬玉山杏仁粉(無添加蔗糖);43.00.00;32.00.00;16.00;22016.0;7.408;12.00;1834.07.00;PCS;08.00;0.961190646822553;01.00;00.00;8;[1];[8];C;1
14361907001;桂格全天然超級穀珍黑穀堅果;48.00.00;34.00.00;31.00.00;50592.0;03.09;15.00;3372.08.00;PCS;24.00.00;0.8729754504091598;1.792;2.604;43;[1, 2, 8, 12];[21, 1, 1, 1];C;5
14362019001;桂格北海道鮮奶麥片-特濃鮮奶;48.00.00;33.00.00;26.00.00;41184.0;0,35;15.00;2745.06.00;PCS;15.00;0.9192780120331328;02.04;2.923;36;[1, 2, 9, 10];[9, 4, 1, 1];C;6
14362033001;桂格美味大燕麥片水果優格;32.00.00;29.00.00;32.00.00;29696.0;4.986;12.00;2474.07.00;PCS;01.00;0.9992433459442343;06.00;7.071;12;[1, 11];[1, 1];C;20
14362039001;桂格三合一麥片--健康低糖;42.00.00;38.00.00;24.00.00;38304.0;08.37;20.00;1915.02.00;PCS;05.00;0.9794303428276195;01.04;0,380555556;7;[1, 2];[3, 2];C;2
14362041001;桂格三合一麥片--麥香原味;41.00.00;38.00.00;24.00.00;37392.0;08.49;20.00;1869.06.00;PCS;66.00.00;0.747230879485342;2.348;2.593;155;[1, 2, 3, 4, 5, 9, 10, 12];[35, 18, 3, 3, 2, 1, 2, 2];C;6
14362898001;馬玉山黑芝麻牛奶燕麥片;44.00.00;29.00.00;28.00.00;35728.0;0,311805556;12.00;2977.03.00;PCS;11.00;0.9428509524841253;2.091;03.03;23;[1, 2, 12];[9, 1, 1];C;6
14362900001;桂格奇亞籽麥片-鮮奶紅茶;47.00.00;34.00.00;31.00.00;49538.0;05.04;15.00;3302.05.00;PCS;10.00;0.9489041849302512;02.00;2.828;20;[1, 2, 10];[8, 1, 1];C;5
14362901001;桂格奇亞籽麥片-蘋果牛奶;47.00.00;33.00.00;31.00.00;48081.0;05.04;15.00;3205.04.00;PCS;04.00;0.9854369093848436;03.25;04.05;13;[1, 10];[3, 1];C;8
14362902001;桂格奇亞籽麥片-特濃鮮奶;48.00.00;34.00.00;31.00.00;50592.0;05.53;15.00;3372.08.00;PCS;10.00;0.9489375177080382;01.06;0,485416667;16;[1, 2, 3];[5, 4, 1];C;3
14364197001;歐特有機黑芝麻糊(罐) 有機黑芝麻糊;44.00.00;36.00.00;21.00;33264.0;0,334027778;12.00;2772.00.00;PCS;02.00;0.9957100714988083;01.00;00.00;2;[1];[2];C;1
14364198001;歐特有機紅藜穀飲(罐);44.00.00;36.00.00;21.00;33264.0;0,335416667;12.00;2772.00.00;PCS;02.00;0.9957167380543658;01.00;00.00;2;[1];[2];C;1
14370002001;台糖精製細砂;44.00.00;35.00.00;19.00;29260.0;0,900694444;20.00;1463.00.00;PCS;57.00.00;0.7692705121581307;2.458;2.836;145;[1, 2, 3, 4, 5, 8, 10, 11, 12];[33, 14, 3, 2, 1, 1, 2, 2, 1];C;6
14370003001;台糖精製特砂;43.00.00;35.00.00;19.00;28595.0;0,883333333;20.00;1429.08.00;PCS;50.00.00;0.7862268962183964;3.283;3.597;174;[1, 2, 3, 4, 5, 6, 7, 10, 11, 12];[27, 9, 3, 1, 2, 2, 2, 1, 2, 4];C;8
14370004001;台糖貳號砂糖;42.00.00;34.00.00;19.00;27132.0;0,897222222;20.00;1356.06.00;PCS;316.00.00;0.36373060448992517;2.712;3.464;884;[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 19, 30];[182, 61, 25, 10, 6, 11, 4, 2, 1, 2, 1, 16, 2, 1, 1, 1];B;12
14370006001;台糖貳號砂白5kg;47.00.00;35.00.00;19.00;31255.0;20.00;04.00;7813.08.00;PCS;24.00.00;0.8730554490758488;2.269;1.687;59;[1, 2, 3, 4, 6, 7];[13, 4, 3, 4, 1, 1];C;5
14370007001;家福中粒冰糖;44.00.00;33.00.00;15.00;21780.0;12.06;12.00;1815.00.00;PCS;20.00;0.893491775137081;02.01;2.751;42;[1, 2, 3, 10];[15, 2, 1, 2];C;5
14370010001;三多零熱量代糖;38.00.00;30.00.00;20.00;22800.0;08.09;12.00;1900.00.00;PCS;05.00;0.9794470092165131;1.167;0,283333333;7;[1, 2];[5, 1];C;2
14370017001;台糖本土甘蔗糖;43.00.00;32.00.00;20.00;27520.0;19.03;30.00.00;917.03.00;PCS;12.00;0.9368277195380077;02.25;3.137;27;[1, 2, 3, 12];[8, 2, 1, 1];C;6
14370020001;台糖貳號砂糖500克;44.00.00;34.00.00;21.00;31416.0;21.28;40.00.00;785.04.00;PCS;301.00.00;0.38014699755004083;3.121;5.289;952;[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 15, 50, 60];[166, 59, 16, 7, 8, 15, 2, 3, 1, 5, 20, 1, 1, 1];B;17
14370025001;家福結晶冰糖;44.00.00;33.00.00;15.00;21780.0;12.06;12.00;1815.00.00;PCS;33.00.00;0.8390993483441943;2.273;2.491;75;[1, 2, 3, 4, 5, 6, 10, 11];[21, 4, 2, 2, 1, 1, 1, 1];C;5
14370029001;台糖晶冰糖;43.00.00;35.00.00;17.00;25585.0;0,892361111;20.00;1279.03.00;PCS;28.00.00;0.8577657039049349;1.357;0,060416667;38;[1, 2, 3, 5];[22, 4, 1, 1];C;3
14370044001;綠之宣言-黑糖粉;32.00.00;23.00;19.00;13984.0;05.54;20.00;699.02.00;PCS;02.00;0.9957234046099231;01.05;0,490972222;3;[1, 2];[1, 1];C;3
14370045001;優-砂糖糖包(6g*50支);35.00.00;26.00.00;15.00;13650.0;04.33;12.00;1137.05.00;PCS;13.00;0.9310444825919568;1.308;0,04375;17;[1, 2, 3];[10, 2, 1];C;2
14370048001;TWS台灣維生糖粉;42.00.00;32.00.00;15.00;20160.0;11.23;24.00.00;840.00.00;PCS;07.00;0.967083881935301;1.429;0,546527778;10;[1, 2, 3];[5, 1, 1];C;3
14370054001;家福黑糖;44.00.00;33.00.00;14.00;20328.0;10.23;12.00;1694.00.00;PCS;28.00.00;0.8578590356827386;2.429;3.084;68;[1, 2, 4, 5, 7, 12];[20, 2, 2, 1, 1, 2];C;6
14370055001;日正特選黑糖;37.00.00;27.00.00;15.00;14985.0;07.08;24.00.00;624.04.00;PCS;08.00;0.9612173130447826;2.625;3.068;21;[1, 2, 3, 10];[4, 2, 1, 1];C;6
14370069001;台糖高級紅糖300克;44.00.00;35.00.00;16.00;24640.0;10.02;30.00.00;821.03.00;PCS;10.00;0.9489708504858252;01.04;1.265;14;[1, 5];[9, 1];C;3
14370072001;台糖黑糖300克;44.00.00;35.00.00;16.00;24640.0;10.02;30.00.00;821.03.00;PCS;27.00.00;0.8614056432392794;02.00;2.261;56;[1, 2, 4, 5, 7, 11];[19, 5, 1, 1, 1, 1];C;5
14370073001;正宗台灣味傳統黑糖;42.00.00;34.00.00;22.00;31416.0;15.206;16.00;1963.05.00;PCS;01.00;0.9992466792220129;03.00;00.00;3;[3];[1];C;3
14370076001;台糖精緻特砂500克;40.00.00;03.00;20.00;2400.00.00;21.34;40.00.00;60.00.00;PCS;24.00.00;0.8731354477425376;03.00;3.135;72;[1, 2, 3, 4, 8, 9, 10, 11];[11, 6, 1, 2, 1, 1, 1, 1];C;7
14370077001;優-台灣紅冰糖;34.00.00;29.00.00;12.00;11832.0;07.06;12.00;986.00.00;PCS;07.00;0.967107214879752;1.571;0,546527778;11;[1, 2, 3];[4, 2, 1];C;3
14370999001;雅傳精製二砂 3Kg;42.00.00;34.00.00;14.00;19992.0;12.964;04.00;4998.00.00;PCS;02.00;0.9957300711654806;1.667;1.155;5;[1, 3];[2, 1];C;4
14403102001;ibobomi嬰兒米餅(原味)30g;46.00.00;30.00.00;30.00.00;41400.0;01.05;20.00;2070.00.00;PCS;03.00;0.9909901501641639;1.333;0,400694444;4;[1, 2];[2, 1];C;2
14403103001;ibobomi嬰兒米餅(菠菜味)30g;46.00.00;30.00.00;30.00.00;41400.0;01.47;20.00;2070.00.00;PCS;10.00;0.9490041832636122;01.00;00.00;10;[1];[10];C;1
14403104001;ibobomi嬰兒米餅(蘋果味)30g;46.00.00;30.00.00;30.00.00;41400.0;01.47;20.00;2070.00.00;PCS;12.00;0.9368677188713521;1.083;0,200694444;13;[1, 2];[11, 1];C;2
14403105001;角落小夥伴乳香小饅頭牛奶口味150g;48.00.00;32.00.00;19.00;29184.0;02.58;10.00;2918.04.00;PCS;01.00;0.9992500124997916;01.00;00.00;1;[1];[1];C;1
14411001001;桂格成長奶粉三益菌配方1.5kg;49.00.00;32.00.00;22.00;34496.0;11.43;06.00;5749.03.00;PCS;08.00;0.9612439792670122;01.25;0,321527778;10;[1, 2];[6, 2];C;2
14411015001;豐力富Nature 3-7歲兒童奶粉;49.00.00;34.00.00;23.00;38318.0;11.46;06.00;6386.03.00;PCS;04.00;0.9854502424959584;0,09375;0,664583333;7;[1, 2, 3];[2, 1, 1];C;3
14411016001;豐力富Nature 1-3歲幼兒成長奶;49.00.00;34.00.00;23.00;38318.0;11.46;06.00;6386.03.00;PCS;03.00;0.9910001499975001;1.667;0,400694444;5;[1, 2];[1, 2];C;3
14411023001;桂格三益菌小朋友奶粉;48.00.00;33.00.00;22.00;34848.0;0,504166667;06.00;5808.00.00;PCS;03.00;0.9910101498308361;2.333;1.528;7;[1, 2, 4];[1, 1, 1];C;4
14411053001;桂格小學生高鈣奶粉三益菌配方;48.00.00;33.00.00;22.00;34848.0;11.536;06.00;5808.00.00;PCS;05.00;0.9794636756054066;01.06;0,620833333;8;[1, 2, 3];[3, 1, 1];C;3
14411901001;優童A+兒童營養配方(新升級);49.00.00;33.00.00;22.00;35574.0;12.09;06.00;5929.00.00;PCS;01.00;0.9992533457775704;01.00;00.00;1;[1];[1];C;1
14412023001;桂格敏兒HA麥精纖果順暢配方;53.00.00;40.00.00;19.00;40280.0;11.02;12.00;3356.07.00;PCS;07.00;0.9671305478242029;03.00;02.16;21;[1, 2, 3, 6];[2, 2, 1, 2];C;6
14412037001;愛美斯;37.00.00;32.00.00;24.00.00;28416.0;12.42;12.00;2368.00.00;PCS;05.00;0.9794803419943001;3.429;1.988;24;[1, 2, 3, 4, 6];[1, 2, 1, 1, 2];C;7
14412060001;桂格有機米精300G;40.00.00;28.00.00;14.00;15680.0;0,151388889;06.00;2613.03.00;PCS;03.00;0.9910201496641723;01.00;00.00;3;[1];[3];C;1
14413010001;桂格幼兒多力羊奶;39.00.00;33.00.00;18.00;23166.0;10.38;06.00;3861.00.00;PCS;02.00;0.995736737721038;01.05;0,490972222;3;[1, 2];[1, 1];C;3
14413999001;小安素強護Complete均衡營養配方;55.00.00;40.00.00;18.00;39600.0;12.08;12.00;3300.00.00;PCS;02.00;0.9957434042765954;02.00;00.00;4;[2];[2];C;2
14500000001;味味A排骨雞麵(袋) 90g;41.00.00;32.00.00;13.00;17056.0;03.55;30.00.00;568.05.00;PCS;1184.00.00;0.0597390043499275;11.199;12.063;13820;[5, 10, 15, 20, 25, 30, 35, 40, 45, 55, 60, 70, 120];[732, 288, 10, 9, 9, 147, 2, 1, 2, 1, 30, 2, 1];A;92
14500003001;味王麻油雞湯麵(包) 90g;37.00.00;31.00.00;14.00;16058.0;03.44;30.00.00;535.03.00;PCS;114.00.00;0.6379160347327545;13.00;13.335;1625;[5, 10, 20, 25, 30, 40, 55, 60];[65, 31, 4, 3, 15, 1, 3, 3];C;29
14500005001;味王排骨雞-精燉肉醬(包) 93g;40.00.00;31.00.00;14.00;17360.0;03.46;30.00.00;578.07.00;PCS;10.00;0.9490375160413993;17.05;12.34;210;[5, 10, 25, 30];[5, 1, 1, 5];C;34
14500006001;味味A排骨雞乾麵XL重量包123g;41.00.00;32.00.00;15.00;19680.0;03.56;24.00.00;820.00.00;PCS;94.00.00;0.6761620639656005;06.44;4.787;644;[4, 8, 12, 16, 20, 36];[66, 22, 4, 5, 2, 1];C;12
14500007001;維力元祖雞汁麵70g;38.00.00;32.00.00;14.00;17024.0;0,136805556;30.00.00;567.05.00;PCS;139.00.00;0.5955767403876602;8.021;4.354;1155;[5, 10, 15, 50];[66, 76, 1, 1];C;13
14500008001;台酒花雕雞麵(碗)200g;49.00.00;35.00.00;15.00;25725.0;03.24;12.00;2143.08.00;PCS;120.00.00;0.6270462158964017;26.35.00;41.912;3768;[5, 7, 12, 17, 19, 24, 36, 48, 156];[14, 14, 81, 3, 3, 8, 3, 4, 13];C;75
14500010001;統一阿Q排骨雞汁(碗) 107g;42.00.00;28.00.00;23.00;27048.0;02.05;12.00;2254.00.00;PCS;352.00.00;0.3280811986466892;10.253;7.751;3855;[3, 6, 9, 12, 15, 21, 24, 30, 36];[131, 42, 9, 134, 1, 2, 44, 10, 3];B;31
14500011001;日正冬菜雞絲麵150g;36.00.00;29.00.00;27.00.00;28188.0;0,139583333;12.00;2349.00.00;PCS;07.00;0.9671538807686538;1.429;0,371527778;10;[1, 2];[4, 3];C;2
14500012001;大補帖麻油雞(碗)105g;43.00.00;29.00.00;18.00;22446.0;03.00;12.00;1870.05.00;PCS;45.00.00;0.7995766737221046;2.468;0,594444444;116;[2, 4];[36, 11];C;4
14500013001;味味A小排骨雞麵(碗) 90g;43.00.00;28.00.00;17.00;20468.0;0,084027778;12.00;1705.07.00;PCS;567.00.00;0.18521024649589174;11.472;18.673;6906;[3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33, 42, 48, 54, 60, 81, 132];[248, 98, 12, 152, 5, 7, 1, 50, 2, 2, 3, 4, 4, 1, 1, 1, 11];A;136
14500014001;味味A排骨雞包麵80gX12特規;31.00.00;17.00;14.00;7378.00.00;01.25;01.00;7378.00.00;PCS;171.00.00;0.5489975167080549;02.00;4.058;344;[1, 2, 6, 8, 10, 12, 15, 16, 47];[110, 54, 1, 1, 1, 2, 1, 1, 1];C;7
14500017001;味味A冬菜鴨肉冬粉(袋) 60g;34.00.00;33.00.00;15.00;16830.0;01.06;24.00.00;701.03.00;PCS;23.00;0.8784886918551358;0,227083333;1.687;112;[4, 8];[18, 5];C;7
14500018001;韓式小雞麵(雞汁味)30g x3;51.00.00;29.00.00;41.00.00;60639.0;06.22;48.00.00;1263.03.00;PCS;05.00;0.9794970083831936;9.333;3.266;56;[8, 16];[5, 1];C;15
14500023001;統一大補帖當歸鴨細麵(碗)102g;43.00.00;29.00.00;18.00;22446.0;03.00;12.00;1870.05.00;PCS;248.00.00;0.43725937901034984;5.553;5.954;1616;[2, 4, 6, 8, 10, 12, 14, 18, 20, 22, 24, 34, 36];[155, 60, 5, 4, 9, 34, 6, 2, 3, 4, 7, 1, 1];B;22
14500024001;台酒米酒麻油雞麵(碗)200g;49.00.00;35.00.00;15.00;25725.0;03.24;12.00;2143.08.00;PCS;76.00.00;0.7213579773670439;13.59;4.094;1128;[12, 24];[72, 11];C;20
14500026001;味味A冬菜鴨肉冬粉(碗) 60g;43.00.00;28.00.00;17.00;20468.0;01.03;12.00;1705.07.00;PCS;192.00.00;0.5203313278112032;7.348;6.191;1455;[3, 6, 9, 12, 15, 21, 24];[101, 34, 4, 41, 1, 1, 16];C;14
14500028001;日村雞絲麵--海鮮口味300g;51.00.00;40.00.00;31.00.00;63240.0;06.05;12.00;5270.00.00;PCS;19.00;0.8988850185830236;1.211;0,290972222;23;[1, 2];[15, 4];C;2
14500029001;日村雞絲麵--肉燥口味300g;51.00.00;40.00.00;31.00.00;63240.0;06.05;12.00;5270.00.00;PCS;16.00;0.9136014399760004;1.438;0,355555556;23;[1, 2];[9, 7];C;2
14500030001;日村雞絲麵--香菇口味300g;51.00.00;40.00.00;31.00.00;63240.0;06.05;12.00;5270.00.00;PCS;28.00.00;0.8579523674605424;1.179;00.39;33;[1, 2];[23, 5];C;2
14500031001;日村雞絲麵--當歸口味300g;51.00.00;40.00.00;31.00.00;63240.0;06.05;12.00;5270.00.00;PCS;15.00;0.9193280111998133;1.067;0,179166667;16;[1, 2];[14, 1];C;2
14500032001;維力手打包麵-清香雞汁75g;38.00.00;33.00.00;14.00;17556.0;03.18;30.00.00;585.02.00;PCS;68.00.00;0.7414609756504058;6.304;2.212;435;[5, 10];[51, 18];C;9
14500037001;韓式小雞麵(雞汁味)30g x24;41.00.00;37.00.00;38.00.00;57646.0;0,307638889;06.00;9607.07.00;PCS;475.00.00;0.24494591756804054;1.233;1.288;593;[1, 2, 3, 14, 25];[405, 73, 1, 1, 1];B;5
14500042001;韓式小雞麵(香辣味)28gx24;40.00.00;37.00.00;38.00.00;56240.0;0,311111111;06.00;9373.03.00;PCS;297.00.00;0.3851135814403093;01.27;0,056944444;381;[1, 2, 3, 7, 12];[235, 62, 1, 1, 1];B;4
14500043001;家樂福海鮮風味雞絲麵;45.00.00;39.00.00;29.00.00;50895.0;05.00;12.00;4241.03.00;PCS;08.00;0.9612706454892418;01.00;00.00;8;[1];[8];C;1
14500048001;韓式小雞麵(香辣味)袋裝28g*3;52.00.00;29.00.00;41.00.00;61828.0;06.16;48.00.00;1288.01.00;PCS;82.00.00;0.7074582090298495;1.699;1.583;141;[1, 2, 8, 9, 11];[47, 33, 1, 1, 1];C;4
14500051001;味王當歸藥膳湯麵(包)85g;32.00.00;30.00.00;14.00;13440.0;02.05;24.00.00;560.00.00;PCS;17.00;0.9091015149747504;5.176;1.879;88;[4, 8];[12, 5];C;8
14500053001;維力原祖輕辣雞汁風味麵70g*5;34.00.00;33.00.00;14.00;15708.0;03.01;30.00.00;523.06.00;PCS;04.00;0.9854635756070732;07.05;2.887;30;[5, 10];[2, 2];C;11
14500056001;味味A排骨雞風味乾麵(重量碗)110g;34.00.00;34.00.00;18.00;20808.0;01.06;08.00;2601.00.00;PCS;225.00.00;0.4773553774103765;3.273;2.629;864;[1, 2, 3, 4, 5, 6, 7, 8, 10, 12, 15, 16];[28, 133, 11, 46, 5, 27, 1, 4, 2, 1, 1, 5];B;11
14500058001;上智雞絲麵冬菜口味280g;65.00.00;28.00.00;40.00.00;72800.0;07.03;20.00;3640.00.00;PCS;27.00.00;0.8614956417393044;01.37;0,341666667;37;[1, 2];[17, 10];C;2
14500059001;上智雞絲麵當歸口味280g;65.00.00;28.00.00;40.00.00;72800.0;07.03;20.00;3640.00.00;PCS;19.00;0.898948350860819;01.15;0,254166667;23;[1, 2];[17, 3];C;2
14500064001;台酒麵攤三杯雞風味乾麵105g;39.00.00;33.00.00;14.00;18018.0;0,193055556;30.00.00;600.06.00;PCS;117.00.00;0.6317728037866036;6.229;2.162;735;[5, 10];[89, 29];C;9
14500066001;雙響泡日式雞白湯麵107g;40.00.00;27.00.00;23.00;24840.0;02.03;12.00;2070.00.00;PCS;19.00;0.8990116831386143;1.579;0,352083333;30;[1, 2];[8, 11];C;3
14500067001;味味A辣排骨雞風味乾麵123g;40.00.00;32.00.00;16.00;20480.0;0,175;24.00.00;853.03.00;PCS;204.00.00;0.5045249245845903;9.378;05.25;1960;[1, 7, 8, 16, 24, 32, 48];[1, 1, 186, 12, 6, 1, 2];C;16
14500081001;台酒紹興雪菜雞肉麵195g;31.00.00;31.00.00;13.00;12493.0;03.15;12.00;1041.01.00;PCS;25.00.00;0.8698288361860635;04.08;01.47;102;[3, 6];[16, 9];C;6
14501002001;美味小舖蔥燒牛肉湯麵(包)72g;39.00.00;31.00.00;14.00;16926.0;02.08;30.00.00;564.02.00;PCS;47.00.00;0.7944000933317779;8.265;5.453;405;[5, 10, 20, 30];[27, 19, 1, 2];C;15
14501004001;味王原汁牛肉麵(袋) 82g;36.00.00;31.00.00;14.00;15624.0;3.014;30.00.00;520.08.00;PCS;226.00.00;0.4735987733537774;12.996;13.009;3015;[5, 10, 15, 20, 25, 30, 35, 40, 60, 70];[123, 53, 2, 3, 1, 39, 1, 3, 6, 1];B;47
14501005001;台酒花雕酸菜牛肉麵(包)200g;30.00.00;30.00.00;13.00;11700.0;0,151388889;12.00;975.00.00;PCS;238.00.00;0.4534557757370711;4.418;3.086;1131;[3, 6, 9, 12, 21, 24];[193, 34, 7, 20, 1, 1];B;13
14501007001;味王小館椒麻牛肉湯麵(包)91g;32.00.00;30.00.00;14.00;13440.0;02.05;24.00.00;560.00.00;PCS;21.00;0.8883785270245496;4.762;1.609;100;[4, 8];[17, 4];C;7
14501010001;來一客-牛肉蔬菜 65g;45.00.00;34.00.00;21.00;32130.0;03.00;24.00.00;1338.08.00;PCS;720.00.00;0.1198413359777337;6.763;8.515;5052;[3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33, 39, 48];[455, 196, 4, 6, 4, 5, 4, 53, 1, 1, 1, 1, 16];A;64
14501011001;滿漢大餐珍味牛肉麵(碗)187g;50.00.00;36.00.00;15.00;27000.0;03.00;12.00;2250.00.00;PCS;361.00.00;0.3185913568107198;2.707;0,664583333;988;[2, 4];[236, 129];B;6
14501012001;滿漢大餐蔥燒牛肉(碗) 192g;50.00.00;36.00.00;15.00;27000.0;03.00;12.00;2250.00.00;PCS;572.00.00;0.18141697638372695;2.892;1.266;1666;[2, 4, 10, 12, 18];[333, 240, 1, 1, 1];A;12
14501013001;統一阿Q紅椒牛肉(碗) 101g;42.00.00;28.00.00;22.00;25872.0;02.05;12.00;2156.00.00;PCS;369.00.00;0.31009149847502543;9.266;15.708;3549;[3, 6, 9, 12, 15, 18, 24, 30, 36, 102];[196, 79, 2, 66, 1, 3, 23, 1, 3, 9];B;50
14501014001;統一辣味蔥燒牛肉(包) 90g;37.00.00;37.00.00;14.00;19166.0;03.24;30.00.00;638.09.00;PCS;456.00.00;0.26200563323944603;10.987;11.674;5010;[5, 10, 15, 20, 30, 60];[285, 94, 1, 1, 63, 12];B;41
14501016001;滿漢大餐珍味牛肉(袋) 173g;34.00.00;26.00.00;15.00;13260.0;0,1375;12.00;1105.00.00;PCS;209.00.00;0.49971833802769955;6.245;5.591;1374;[3, 6, 9, 12, 15, 18, 24, 27];[132, 39, 5, 27, 3, 2, 10, 2];B;21
14501017001;味味一品皇朝牛筋麵(碗) 185g;37.00.00;34.00.00;16.00;20128.0;02.15;08.00;2516.00.00;PCS;28.00.00;0.8580456992383461;5.067;3.473;152;[2, 4, 6, 8, 16];[14, 2, 2, 11, 1];C;10
14501021001;味王原汁牛肉包麵75g(特規);30.00.00;16.00;14.00;6720.00.00;01.01;12.00;560.00.00;PCS;115.00.00;0.6356327394543424;15.965;5.669;1836;[12, 24];[77, 38];C;22
14501022001;滿漢大餐蔥燒牛肉(袋) 187g;34.00.00;26.00.00;15.00;13260.0;0,135416667;12.00;1105.00.00;PCS;498.00.00;0.22065632239462676;5.327;4.268;2850;[1, 2, 3, 4, 5, 6, 9, 12, 15, 18, 24, 30];[3, 2, 330, 1, 2, 113, 7, 59, 2, 5, 10, 1];B;17
14501026001;味味一品紅燒牛肉麵(碗)181g;37.00.00;34.00.00;16.00;20128.0;02.13;08.00;2516.00.00;PCS;237.00.00;0.45582906951550806;2.602;0,638194444;648;[2, 4];[174, 75];B;6
14501029001;味味一品皇朝牛筋麵(包)177g;35.00.00;31.00.00;13.00;14105.0;0,135416667;12.00;1175.04.00;PCS;15.00;0.9193780103664939;6.188;0,174305556;99;[3, 6, 12];[7, 5, 4];C;11
14501031001;台酒花雕酸菜牛肉麵(碗)200g;49.00.00;35.00.00;15.00;25725.0;03.24;12.00;2143.08.00;PCS;69.00.00;0.7394110098165031;11.036;5.074;927;[1, 2, 3, 5, 6, 7, 9, 10, 12, 18, 24];[1, 7, 4, 1, 1, 1, 4, 6, 52, 1, 6];C;19
14501037001;味味一品原汁珍味牛肉(袋)185g;34.00.00;30.00.00;13.00;13260.0;0,141666667;12.00;1105.00.00;PCS;80.00.00;0.7120247995866735;3.667;1.347;308;[1, 2, 3, 4, 6];[1, 3, 59, 1, 20];C;6
14501038001;滿漢大餐麻辣鍋牛肉麵(袋)200g;32.00.00;26.00.00;15.00;12480.0;03.00;12.00;1040.00.00;PCS;212.00.00;0.4948284195263412;4.241;2.478;933;[3, 6, 9, 12];[162, 40, 3, 15];B;11
14501045001;來一客川辣牛肉 67g;45.00.00;34.00.00;21.00;32130.0;03.00;24.00.00;1338.08.00;PCS;565.00.00;0.1889768503858269;6.062;07.03;3492;[3, 6, 18, 21, 24, 27, 48, 54];[372, 145, 2, 1, 51, 1, 3, 1];A;53
14501047001;味味A香辣牛肉麵(袋) 83g;40.00.00;31.00.00;14.00;17360.0;03.28;30.00.00;578.07.00;PCS;159.00.00;0.5669672172130464;10.848;10.941;1790;[5, 10, 15, 20, 25, 30, 60];[103, 31, 2, 2, 1, 23, 3];C;23
14501052001;維力手打紅燒牛肉湯麵(包)85g;39.00.00;33.00.00;14.00;18018.0;03.21;30.00.00;600.06.00;PCS;42.00.00;0.8100864985583573;11.111;12.653;500;[5, 10, 25, 30, 50, 60];[31, 6, 1, 5, 1, 1];C;26
